lead_organisation_clean,n_projects,total_funding,mean_funding,median_funding,funding_share_%,total_funding_million,cumulative_share_%,rank
THE TECHNOLOGY RESEARCH CENTRE LIMITED,1,99360.0,99360.0,99360.0,0.009661167981535813,0.09936,98.44759985122424,510
RECYCLATRACK LIMITED,2,99326.0,49663.0,49663.0,0.009657862026308636,0.099326,98.45725771325054,511
LEEDS GALVANISING & POWDER COATING LIMITED,1,99323.0,99323.0,99323.0,0.009657570324376826,0.099323,98.46691528357492,512
OWEN MUMFORD LIMITED,1,99262.0,99262.0,99262.0,0.009651639051763363,0.099262,98.47656692262669,513
BULLION TECH LTD,1,99049.0,99049.0,99049.0,0.009630928214604878,0.099049,98.4861978508413,514
ARALIA SYSTEMS LIMITED,1,99040.0,99040.0,99040.0,0.009630053108809449,0.09904,98.4958279039501,515
GLASSBUSTERS LIMITED,1,99000.0,99000.0,99000.0,0.009626163749718654,0.099,98.50545406769982,516
FRUIT BOWL LTD,1,98872.0,98872.0,98872.0,0.009613717800628108,0.098872,98.51506778550045,517
RYPE OFFICE LTD,1,98487.0,98487.0,98487.0,0.009576282719379202,0.098487,98.52464406821983,518
WOODROW SCIENTIFIC LIMITED,1,98386.0,98386.0,98386.0,0.009566462087674943,0.098386,98.5342105303075,519
NPL MANAGEMENT LIMITED,1,98225.0,98225.0,98225.0,0.009550807417334493,0.098225,98.54376133772485,520
ENTURI SOLUTIONS LTD,1,97953.0,97953.0,97953.0,0.009524359775517084,0.097953,98.55328569750036,521
MIALGAE LTD,1,97804.0,97804.0,97804.0,0.00950987191290387,0.097804,98.56279556941325,522
BASE MATERIALS LIMITED,1,97728.0,97728.0,97728.0,0.00950248213063136,0.097728,98.57229805154388,523
CUANTEC LIMITED,1,97367.0,97367.0,97367.0,0.009467380664836931,0.097367,98.58176543220871,524
STARLING CYCLES LIMITED,1,97287.0,97287.0,97287.0,0.009459601946655339,0.097287,98.59122503415537,525
ALPHABOND TECHNOLOGIES LIMITED,1,97096.0,97096.0,97096.0,0.009441030256996791,0.097096,98.60066606441237,526
CRESS CARBON REDUCING ENERGY STORAGE SYSTEMS LIMITED,1,96476.0,96476.0,96476.0,0.009380745191089463,0.096476,98.61004680960346,527
BOMAC ELECTRIC LIMITED,1,96041.0,96041.0,96041.0,0.009338448410977062,0.096041,98.61938525801443,528
VM SYSTEMS LIMITED,1,95413.0,95413.0,95413.0,0.009277385473251574,0.095413,98.62866264348769,529
SPACE FORGE LIMITED,1,95251.0,95251.0,95251.0,0.009261633568933853,0.095251,98.63792427705663,530
TECEXEC LIMITED,1,95070.0,95070.0,95070.0,0.009244034219048004,0.09507,98.64716831127568,531
HEXIGONE INHIBITORS LIMITED,1,95056.0,95056.0,95056.0,0.009242672943366226,0.095056,98.65641098421905,532
ODQA RENEWABLE ENERGY TECHNOLOGIES LIMITED,1,94229.0,94229.0,94229.0,0.00916226044416403,0.094229,98.66557324466322,533
BIOMATRIX WATER SOLUTIONS LIMITED,1,94127.0,94127.0,94127.0,0.009152342578482502,0.094127,98.67472558724171,534
RSSCAN LAB. LTD.,1,94038.0,94038.0,94038.0,0.009143688754505483,0.094038,98.68386927599622,535
CHESTNUT BIO POLYMERS LTD,1,90682.0,90682.0,90682.0,0.008817371526787746,0.090682,98.692686647523,536
SLN SUSTAINABILITY LTD,2,90000.0,45000.0,45000.0,0.008751057954289685,0.09,98.70143770547729,537
THE UNIVERSITY OF HULL,1,89530.0,89530.0,89530.0,0.00870535798497284,0.08953,98.71014306346227,538
DEEP TECH CONSULTING LIMITED,2,89186.0,44593.0,44593.0,0.008671909496791998,0.089186,98.71881497295907,539
FOUNDATION FOR ENVIRONMENTAL EDUCATION,1,89163.0,89163.0,89163.0,0.008669673115314792,0.089163,98.72748464607439,540
HELIONIX DEVELOPMENTS LIMITED,1,88535.0,88535.0,88535.0,0.008608610177589304,0.088535,98.73609325625198,541
UNIVERSITY OF CENTRAL LANCASHIRE,1,87751.0,87751.0,87751.0,0.008532378739409712,0.087751,98.74462563499138,542
BRAND CONSCIENCE LTD,1,86419.0,86419.0,86419.0,0.008402863081686225,0.086419,98.75302849807306,543
Bath Spa University,1,85251.0,85251.0,85251.0,0.008289293796235,0.085251,98.7613177918693,544
BIOATARAXIS LTD,1,84998.0,84998.0,84998.0,0.008264693599985717,0.084998,98.76958248546929,545
TONGADIVE LTD,1,84649.0,84649.0,84649.0,0.008230758941918527,0.084649,98.7778132444112,546
SANITARY OWL LTD,1,83415.0,83415.0,83415.0,0.00811077221396749,0.083415,98.78592401662517,547
AUTOCRAFT DRIVETRAIN SOLUTIONS LIMITED,2,83006.0,41503.0,41503.0,0.008071003517264107,0.083006,98.79399502014243,548
BIRMINGHAM CHAMBER OF COMMERCE AND INDUSTRY,1,83000.0,83000.0,83000.0,0.008070420113400487,0.083,98.80206544025583,549
National Archives,1,82188.0,82188.0,82188.0,0.00799146612385734,0.082188,98.81005690637969,550
I3D ROBOTICS LTD,1,81785.0,81785.0,81785.0,0.007952280831017577,0.081785,98.8180091872107,551
ICARUUS LIMITED,1,80928.0,80928.0,80928.0,0.007868951312497284,0.080928,98.82587813852321,552
SATATLAND LTD,1,79725.0,79725.0,79725.0,0.007751978837841613,0.079725,98.83363011736105,553
TUMBLEBUG LIMITED,1,79708.0,79708.0,79708.0,0.007750325860228025,0.079708,98.84138044322128,554
University of Wolverhampton,1,79430.0,79430.0,79430.0,0.007723294814546997,0.07943,98.84910373803584,555
PLASTECOWOOD LIMITED,1,78974.0,78974.0,78974.0,0.007678956120911929,0.078974,98.85678269415675,556
OSHUN LABS LTD,1,78949.0,78949.0,78949.0,0.007676525271480182,0.078949,98.86445921942823,557
University of Lancashire,1,78527.0,78527.0,78527.0,0.00763549253307229,0.078527,98.8720947119613,558
DZP TECHNOLOGIES LIMITED,1,78492.0,78492.0,78492.0,0.007632089343867844,0.078492,98.87972680130517,559
PEAK TO PEAK MEASUREMENT SOLUTIONS LTD.,1,78172.0,78172.0,78172.0,0.007600974471141481,0.078172,98.88732777577631,560
A STATE OF NATURE LTD,1,78050.0,78050.0,78050.0,0.007589111925914555,0.07805,98.89491688770222,561
PENNOG LIMITED,1,77240.0,77240.0,77240.0,0.007510352404325947,0.07724,98.90242724010655,562
WORKING ENVIRONMENTS FURNITURE LTD.,1,76883.0,76883.0,76883.0,0.007475639874440598,0.076883,98.90990287998099,563
WILLIAM OAK DIAGNOSTICS LIMITED,1,76561.0,76561.0,76561.0,0.007444330533759695,0.076561,98.91734721051475,564
AGUA DB LTD,1,75493.0,75493.0,75493.0,0.007340484646035457,0.075493,98.92468769516078,565
CULTIVATE CORNWALL C.I.C.,1,75357.0,75357.0,75357.0,0.007327260825126754,0.075357,98.9320149559859,566
CGA SIMULATION LIMITED,1,74983.0,74983.0,74983.0,0.007290895317627816,0.074983,98.93930585130353,567
WOVEN BIO LIMITED,2,74971.0,37485.5,37485.5,0.007289728509900578,0.074971,98.94659557981343,568
TRIBOSONICS LTD,1,74943.0,74943.0,74943.0,0.007287005958537021,0.074943,98.95388258577196,569
FUTURE BY INSECTS LIMITED,2,74938.0,37469.0,37469.0,0.007286519788650672,0.074938,98.96116910556061,570
RESTAURANT BOX LIMITED,1,74859.0,74859.0,74859.0,0.007278838304446351,0.074859,98.96844794386506,571
ACS CLOTHING LIMITED,1,74675.0,74675.0,74675.0,0.007260947252628692,0.074675,98.97570889111769,572
TRANSFORMATIONAL ENERGY LIMITED,2,74390.0,37195.0,37195.0,0.007233235569106774,0.07439,98.9829421266868,573
AGAVE NETWORKS LIMITED,2,74120.0,37060.0,37060.0,0.007206982395243905,0.07412,98.99014910908204,574
ECOMAR PROPULSION LTD,1,72626.0,72626.0,72626.0,0.007061714833202696,0.072626,98.99721082391524,575
MCT REMAN LIMITED,1,71968.0,71968.0,71968.0,0.006997734876159111,0.071968,99.0042085587914,576
Carbon8 Systems Ltd,1,71357.0,71357.0,71357.0,0.006938324916047212,0.071357,99.01114688370745,577
TRISTAN HESSING LTD,2,70399.0,35199.5,35199.5,0.006845174765822661,0.070399,99.01799205847328,578
HYGIENIC WASTE CO. LTD,1,70000.0,70000.0,70000.0,0.006806378408891977,0.07,99.02479843688218,579
MATRIX RECYCLING SYSTEMS LTD,1,69845.0,69845.0,69845.0,0.006791307142415145,0.069845,99.0315897440246,580
JOHNSON MATTHEY BATTERY SYSTEMS ENGINEERING LIMITED,1,69822.0,69822.0,69822.0,0.006789070760937938,0.069822,99.03837881478555,581
CHIP[S] BOARD LTD,1,69649.0,69649.0,69649.0,0.006772249282870247,0.069649,99.04515106406842,582
ENOVATION CONSULTING LIMITED,1,69463.0,69463.0,69463.0,0.006754163763098048,0.069463,99.05190522783151,583
AVL POWERTRAIN UK LIMITED,1,68995.0,68995.0,68995.0,0.006708658261735743,0.068995,99.05861388609324,584
UVAMED LTD,1,67312.0,67312.0,67312.0,0.006545013477990526,0.067312,99.06515889957123,585
BIOMARA LIMITED,1,66416.0,66416.0,66416.0,0.006457891834356707,0.066416,99.07161679140559,586
MATERIAL INDEX LTD,1,66334.0,66334.0,66334.0,0.006449918648220577,0.066334,99.0780667100538,587
ORIGIN PEPTIDES LIMITED,1,64466.0,64466.0,64466.0,0.006268285578680432,0.064466,99.08433499563249,588
IS-INSTRUMENTS LIMITED,1,64164.0,64164.0,64164.0,0.0062389209175449266,0.064164,99.09057391655003,589
ZERO PETROLEUM LIMITED,1,63188.0,63188.0,63188.0,0.006144020555729518,0.063188,99.09671793710575,590
REATH TECHNOLOGY LTD,2,63161.0,31580.5,31580.5,0.006141395238343231,0.063161,99.1028593323441,591
LIGHTNING MACHINES LIMITED,1,60752.0,60752.0,60752.0,0.005907158587100077,0.060752,99.1087664909312,592
FOOD FORWARD LTD,1,59979.0,59979.0,59979.0,0.005831996722670456,0.059979,99.11459848765388,593
OSMOSE STUDIO LTD,2,59873.0,29936.5,29936.5,0.005821689921079848,0.059873,99.12042017757496,594
EDGETRIX (UK) LTD,1,59800.0,59800.0,59800.0,0.005814591840739147,0.0598,99.1262347694157,595
FRE-ENERGY LIMITED,1,59776.0,59776.0,59776.0,0.005812258225284669,0.059776,99.132047027641,596
JACOBS CLEAN ENERGY LIMITED,1,59711.0,59711.0,59711.0,0.0058059380167621265,0.059711,99.13785296565776,597
ETHOS VO LIMITED,1,59629.0,59629.0,59629.0,0.005797964830625995,0.059629,99.14365093048838,598
TOOTHBRUSH CLUB LTD,1,59266.0,59266.0,59266.0,0.005762668896877027,0.059266,99.14941359938526,599
TURBINE SURFACE TECHNOLOGIES LIMITED,1,59143.0,59143.0,59143.0,0.005750709117672831,0.059143,99.15516430850293,600
C2 TECHNOLOGY LLP,1,56838.0,56838.0,56838.0,0.005526584800065746,0.056838,99.160690893303,601
GURIT (UK) LIMITED,1,56721.0,56721.0,56721.0,0.005515208424725169,0.056721,99.16620610172772,602
ENTELEA LIMITED,1,54220.0,54220.0,54220.0,0.005272026247573186,0.05422,99.17147812797529,603
SOLSTICE ASSOCIATES LIMITED,1,53609.0,53609.0,53609.0,0.005212616287461286,0.053609,99.17669074426276,604
ROYAL COLLEGE OF ART,1,53069.0,53069.0,53069.0,0.005160109939735548,0.053069,99.1818508542025,605
HIGHLAND DESIGN ENGINEERING LIMITED,1,52548.0,52548.0,52548.0,0.005109451037577937,0.052548,99.18696030524008,606
ENTOMICS BIOSYSTEMS LIMITED,1,52136.0,52136.0,52136.0,0.005069390638942744,0.052136,99.19202969587901,607
SPRCOE LIMITED,1,51989.0,51989.0,51989.0,0.005055097244284071,0.051989,99.1970847931233,608
HEWITT STUDIOS LLP,1,51696.0,51696.0,51696.0,0.0050266076889439945,0.051696,99.20211140081224,609
Kingston University,1,50703.0,50703.0,50703.0,0.004930054349514998,0.050703,99.20704145516176,610
ECODISCO LTD,1,50059.0,50059.0,50059.0,0.004867435668153192,0.050059,99.21190889082992,611
ELECTROFIT INDUSTRIAL SOLUTIONS LTD,1,50000.0,50000.0,50000.0,0.004861698863494269,0.05,99.21677058969341,612
STUDIO JUTTA GOESSL LTD,1,50000.0,50000.0,50000.0,0.004861698863494269,0.05,99.2216322885569,613
PLASTIC@BAY CIC,1,50000.0,50000.0,50000.0,0.004861698863494269,0.05,99.2264939874204,614
INOTECH LTD,1,50000.0,50000.0,50000.0,0.004861698863494269,0.05,99.23135568628389,615
JEANIUS TECHNOLOGIES LIMITED,1,50000.0,50000.0,50000.0,0.004861698863494269,0.05,99.23621738514738,616
JWEL LTD,1,50000.0,50000.0,50000.0,0.004861698863494269,0.05,99.24107908401088,617
BRUCE ASBESTOS LIMITED,1,50000.0,50000.0,50000.0,0.004861698863494269,0.05,99.24594078287437,618
LABCYCLE LTD,1,50000.0,50000.0,50000.0,0.004861698863494269,0.05,99.25080248173786,619
THE STITCH COMPANY (KEIGHLEY) LIMITED,1,50000.0,50000.0,50000.0,0.004861698863494269,0.05,99.25566418060136,620
TAYLOR YATES LIMITED,1,50000.0,50000.0,50000.0,0.004861698863494269,0.05,99.26052587946485,621
NOBOXX LIMITED,1,50000.0,50000.0,50000.0,0.004861698863494269,0.05,99.26538757832834,622
WONKI COLLECTIVE LTD,1,50000.0,50000.0,50000.0,0.004861698863494269,0.05,99.27024927719184,623
POLYTAG LIMITED,1,50000.0,50000.0,50000.0,0.004861698863494269,0.05,99.27511097605533,624
PLANET FRIENDLY PAINT LTD,1,50000.0,50000.0,50000.0,0.004861698863494269,0.05,99.27997267491882,625
STIX MINDFULNESS LTD,1,50000.0,50000.0,50000.0,0.004861698863494269,0.05,99.28483437378232,626
REBECCA PAGE LIMITED,1,50000.0,50000.0,50000.0,0.004861698863494269,0.05,99.28969607264581,627
SOLARISKIT LTD,1,50000.0,50000.0,50000.0,0.004861698863494269,0.05,99.2945577715093,628
RUBY MOON DESIGN COMMUNITY INTEREST COMPANY,1,50000.0,50000.0,50000.0,0.004861698863494269,0.05,99.2994194703728,629
E.L.V. DENIM LIMITED,1,50000.0,50000.0,50000.0,0.004861698863494269,0.05,99.30428116923629,630
GREEN ROSE CHEMISTRY LTD,1,50000.0,50000.0,50000.0,0.004861698863494269,0.05,99.30914286809978,631
CHANODIL LTD,1,50000.0,50000.0,50000.0,0.004861698863494269,0.05,99.31400456696328,632
TRACKGENESIS LIMITED,1,50000.0,50000.0,50000.0,0.004861698863494269,0.05,99.31886626582677,633
PROHEMPOTIC LTD,1,50000.0,50000.0,50000.0,0.004861698863494269,0.05,99.32372796469026,634
PROTIOMIX LIMITED,1,49999.0,49999.0,49999.0,0.004861601629516999,0.049999,99.32858956631978,635
ADVANCED ANALYTICS LABS LTD,1,49996.0,49996.0,49996.0,0.00486130992758519,0.049996,99.33345087624737,636
RUSTY DESIGN LIMITED,1,49996.0,49996.0,49996.0,0.00486130992758519,0.049996,99.33831218617496,637
ENERGY DIAGNOSTICS LIMITED,1,49993.0,49993.0,49993.0,0.0048610182256533805,0.049993,99.34317320440061,638
GIVE YOUR BEST C.I.C.,1,49992.0,49992.0,49992.0,0.0048609209916761105,0.049992,99.34803412539229,639
FERMENTATION TECHNOLOGIES LTD,1,49987.0,49987.0,49987.0,0.004860434821789761,0.049987,99.35289456021408,640
CIRCULOIL LTD,1,49986.0,49986.0,49986.0,0.0048603375878124916,0.049986,99.3577548978019,641
DEXET TECHNOLOGIES LIMITED,1,49978.0,49978.0,49978.0,0.004859559715994332,0.049978,99.36261445751789,642
BERKELEY COACHWORKS LTD,1,49971.0,49971.0,49971.0,0.004858879078153443,0.049971,99.36747333659605,643
AUGMENTED SOLUTIONS LIMITED,1,49969.0,49969.0,49969.0,0.004858684610198903,0.049969,99.37233202120625,644
ULSTER ENGINEERING LIMITED,1,49961.0,49961.0,49961.0,0.004857906738380744,0.049961,99.37718992794463,645
METAMATERIALS LTD,1,49955.0,49955.0,49955.0,0.004857323334517124,0.049955,99.38204725127915,646
THE HOME OF SUSTAINABLE THINGS LIMITED,1,49952.0,49952.0,49952.0,0.004857031632585315,0.049952,99.38690428291173,647
USEFUL SIMPLE PROJECTS LIMITED,2,49950.0,24975.0,24975.0,0.004856837164630775,0.04995,99.39176112007635,648
NEELA BIOTECH LTD,1,49948.0,49948.0,49948.0,0.004856642696676235,0.049948,99.39661776277303,649
VOITTAA LTD,1,49942.0,49942.0,49942.0,0.004856059292812616,0.049942,99.40147382206584,650
THE LOOM APP LTD,1,49939.0,49939.0,49939.0,0.0048557675908808065,0.049939,99.40632958965672,651
SAMTECH INDUSTRIES LIMITED,1,49932.0,49932.0,49932.0,0.004855086953039918,0.049932,99.41118467660976,652
THE LUXE WITHIN LTD,1,49930.0,49930.0,49930.0,0.004854892485085378,0.04993,99.41603956909485,653
ENTURI ENERGY LTD,1,49916.0,49916.0,49916.0,0.0048535312094036,0.049916,99.42089310030426,654
FARMER CHARLIE LTD,1,49888.0,49888.0,49888.0,0.0048508086580400425,0.049888,99.42574390896229,655
IN-THEBOX.CO.UK LIMITED,1,49883.0,49883.0,49883.0,0.004850322488153693,0.049883,99.43059423145044,656
ARE YOU MAD WORLDWIDE LTD,1,49883.0,49883.0,49883.0,0.004850322488153693,0.049883,99.4354445539386,657
BOOKS & PIECES LIMITED,1,49882.0,49882.0,49882.0,0.0048502252541764235,0.049882,99.44029477919277,658
MARINE ELECTRIFICATION SOLUTIONS LTD,1,49869.0,49869.0,49869.0,0.004848961212471915,0.049869,99.44514374040524,659
GYROPLANT LIMITED,1,49834.0,49834.0,49834.0,0.0048455580232674685,0.049834,99.4499892984285,660
REBLADE LIMITED,1,49802.0,49802.0,49802.0,0.004842446535994832,0.049802,99.4548317449645,661
540 WORLD LLP,1,49755.0,49755.0,49755.0,0.004837876539063147,0.049755,99.45966962150355,662
THE POURED PROJECT LTD,1,49752.0,49752.0,49752.0,0.004837584837131337,0.049752,99.46450720634068,663
VAPOROTECH LIMITED,1,49750.0,49750.0,49750.0,0.004837390369176798,0.04975,99.46934459670986,664
AMORPHOUS TECHNOLOGIES AND ENGINEERING LTD,1,49735.0,49735.0,49735.0,0.004835931859517749,0.049735,99.47418052856938,665
WHITE FROG PUBLISHING LIMITED,1,49720.0,49720.0,49720.0,0.004834473349858702,0.04972,99.47901500191924,666
RE HYDROGEN LIMITED,1,49700.0,49700.0,49700.0,0.004832528670313304,0.0497,99.48384753058956,667
GO ROLLOE LTD,1,49690.0,49690.0,49690.0,0.004831556330540605,0.04969,99.4886790869201,668
LONDON SNEAKER SCHOOL LTD,1,49660.0,49660.0,49660.0,0.004828639311222508,0.04966,99.49350772623133,669
MOON STUDIO DESIGN LIMITED,1,49650.0,49650.0,49650.0,0.00482766697144981,0.04965,99.49833539320278,670
BRYONY DESIGNS LIMITED,1,49592.0,49592.0,49592.0,0.004822027400768156,0.049592,99.50315742060354,671
SCRAP LOCAL LTD,1,49545.0,49545.0,49545.0,0.004817457403836472,0.049545,99.50797487800737,672
REMADE GROUP LTD,1,49516.0,49516.0,49516.0,0.004814637618495645,0.049516,99.51278951562587,673
TMLL LIMITED,1,49497.0,49497.0,49497.0,0.004812790172927518,0.049497,99.5176023057988,674
BLUGREENS LTD,1,49438.0,49438.0,49438.0,0.004807053368268594,0.049438,99.52240935916707,675
NEWLESS LIMITED,1,49427.0,49427.0,49427.0,0.004805983794518625,0.049427,99.52721534296158,676
ROCKET SCIENCES VENTURES LTD,1,49380.0,49380.0,49380.0,0.00480141379758694,0.04938,99.53201675675918,677
POWDERLOOP TECHNOLOGY LIMITED,1,49374.0,49374.0,49374.0,0.004800830393723321,0.049374,99.5368175871529,678
CHANGEOVER TECHNOLOGIES LIMITED,1,49314.0,49314.0,49314.0,0.004794996355087127,0.049314,99.54161258350798,679
MODLA PPE LTD,1,49200.0,49200.0,49200.0,0.004783911681678361,0.0492,99.54639649518967,680
LOWENA BEAUTY LIMITED,1,49198.0,49198.0,49198.0,0.0047837172137238215,0.049198,99.5511802124034,681
SEASTEX LTD,1,49191.0,49191.0,49191.0,0.004783036575882932,0.049191,99.55596324897928,682
GRAND BEQUEST LTD,1,49189.0,49189.0,49189.0,0.004782842107928393,0.049189,99.56074609108721,683
LNHD LTD.,1,49148.0,49148.0,49148.0,0.004778855514860327,0.049148,99.56552494660207,684
FOOD SQUARED LIMITED,1,48972.0,48972.0,48972.0,0.004761742334860828,0.048972,99.57028668893693,685
GROWBOTICS SPACE LTD,1,48869.0,48869.0,48869.0,0.004751727235202029,0.048869,99.57503841617213,686
MAKEPEACE BOTANICS LTD,1,48844.0,48844.0,48844.0,0.004749296385770282,0.048844,99.5797877125579,687
ALORA BABY LTD,1,48785.0,48785.0,48785.0,0.004743559581111359,0.048785,99.58453127213902,688
FLEXSEA LTD,1,48737.0,48737.0,48737.0,0.004738892350202404,0.048737,99.58927016448922,689
GUERRILLA TECHNOLOGIES LTD,1,48686.0,48686.0,48686.0,0.00473393341736164,0.048686,99.59400409790658,690
RWRK STUDIO LTD,1,48583.0,48583.0,48583.0,0.004723918317702841,0.048583,99.59872801622429,691
REBEL BIONICS LIMITED,1,48405.0,48405.0,48405.0,0.004706610669748802,0.048405,99.60343462689403,692
SWISS FIX (UK) LTD,1,48289.0,48289.0,48289.0,0.004695331528385496,0.048289,99.60812995842241,693
IREMIA TECHNOLOGY LIMITED,1,48243.0,48243.0,48243.0,0.0046908587654310805,0.048243,99.61282081718784,694
CHARWOOD LIMITED,1,48181.0,48181.0,48181.0,0.004684830258840348,0.048181,99.61750564744668,695
SMARTFILL LTD,1,48153.0,48153.0,48153.0,0.004682107707476791,0.048153,99.62218775515416,696
ALPACA FASHION COMPANY LIMITED,1,48138.0,48138.0,48138.0,0.0046806491978177425,0.048138,99.62686840435198,697
TOPUP TRUCK LTD,1,48092.0,48092.0,48092.0,0.004676176434863328,0.048092,99.63154458078685,698
HATITECH LTD,1,48000.0,48000.0,48000.0,0.004667230908954498,0.048,99.6362118116958,699
THE BOFFIN LAB LIMITED,1,47944.0,47944.0,47944.0,0.004661785806227385,0.047944,99.64087359750202,700
FIBRE LAB COLLECTIVE LTD,1,47907.0,47907.0,47907.0,0.0046581881490684,0.047907,99.64553178565109,701
ESSESYSTEMS LIMITED,1,47755.0,47755.0,47755.0,0.004643408584523377,0.047755,99.65017519423562,702
ENFYS CONSULTING LIMITED,1,47651.0,47651.0,47651.0,0.004633296250887309,0.047651,99.6548084904865,703
NET ZERO SCIENTIFIC LTD,1,47501.0,47501.0,47501.0,0.0046187111542968255,0.047501,99.6594272016408,704
STRUCTURAL ADHESIVES LIMITED,1,47464.0,47464.0,47464.0,0.00461511349713784,0.047464,99.66404231513793,705
NORTHUMBERLAND COUNTY COUNCIL,1,47234.0,47234.0,47234.0,0.0045927496823657665,0.047234,99.6686350648203,706
MAKERS CABINET LTD,1,47147.0,47147.0,47147.0,0.004584290326343287,0.047147,99.67321935514664,707
CU SERVICES LIMITED,1,46936.0,46936.0,46936.0,0.004563773957139341,0.046936,99.67778312910379,708
Science and Technology Facilities Council,1,46751.0,46751.0,46751.0,0.004545785671344412,0.046751,99.68232891477513,709
ACCURATE SAFETY MANUFACTURING LTD,1,46641.0,46641.0,46641.0,0.004535089933844725,0.046641,99.68686400470897,710
XEROC LTD,1,46537.0,46537.0,46537.0,0.0045249776002086566,0.046537,99.69138898230918,711
FORTY-FOUR WORDS LIMITED,1,46451.0,46451.0,46451.0,0.004516615478163446,0.046451,99.69590559778734,712
FENIX GLOBAL LIMITED,1,46319.0,46319.0,46319.0,0.004503780593163822,0.046319,99.70040937838051,713
FLO-GRO SYSTEMS LIMITED,1,45554.0,45554.0,45554.0,0.004429396600552359,0.045554,99.70483877498107,714
PEMBROKESHIRE MUSHROOM COMPANY LTD,1,45509.0,45509.0,45509.0,0.004425021071575214,0.045509,99.70926379605264,715
VALORISE LIMITED,1,45378.0,45378.0,45378.0,0.004412283420552859,0.045378,99.71367607947319,716
TRIPLO ESG LTD,1,44690.0,44690.0,44690.0,0.004345386444191178,0.04469,99.71802146591737,717
WATERHAUL LTD,1,44571.0,44571.0,44571.0,0.004333815600896062,0.044571,99.72235528151828,718
ELLERS FARM DISTILLERY LIMITED,1,44232.0,44232.0,44232.0,0.00430085328260157,0.044232,99.72665613480088,719
KINGFISHER PLC,2,44173.0,22086.5,22086.5,0.004295116477942647,0.044173,99.73095125127882,720
TIONTECH LTD,1,42560.0,42560.0,42560.0,0.0041382780726063224,0.04256,99.73508952935143,721
SOME GRUB LTD,1,42440.0,42440.0,42440.0,0.004126609995333936,0.04244,99.73921613934677,722
KOLE SOFTWARE LIMITED,1,41772.0,41772.0,41772.0,0.004061657698517652,0.041772,99.74327779704528,723
UNIVERSITY OF BRIGHTON,1,41559.0,41559.0,41559.0,0.004040946861359167,0.041559,99.74731874390665,724
ATLANTIC WATER CO. LIMITED,1,40518.0,40518.0,40518.0,0.003939726291021217,0.040518,99.75125847019767,725
University of Hertfordshire,1,40323.0,40323.0,40323.0,0.003920765665453589,0.040323,99.75517923586312,726
BIONERG LIMITED,1,40059.0,40059.0,40059.0,0.003895095895454339,0.040059,99.75907433175858,727
INCODE TECHNOLOGY UK LIMITED,1,40000.0,40000.0,40000.0,0.0038893590907954157,0.04,99.76296369084938,728
FLY2FEED,1,39980.0,39980.0,39980.0,0.003887414411250018,0.03998,99.76685110526063,729
AXTERA INNOVATIONS LTD,1,39759.0,39759.0,39759.0,0.0038659257022733732,0.039759,99.7707170309629,730
FAIRMAN KNIGHT AND SONS (UK) LIMITED,1,39698.0,39698.0,39698.0,0.00385999442965991,0.039698,99.77457702539256,731
Coventry University,2,39462.0,19731.0,19731.0,0.003837047211024217,0.039462,99.77841407260358,732
POLYSPORE LIMITED,1,37428.0,37428.0,37428.0,0.0036392733012572706,0.037428,99.78205334590484,733
INTELLIGENT DESIGN ASSOCIATES LIMITED,1,37400.0,37400.0,37400.0,0.0036365507498937136,0.0374,99.78568989665473,734
REPIC LIMITED,1,36738.0,36738.0,36738.0,0.0035721818569410496,0.036738,99.78926207851167,735
MATERIA.AI LTD,1,35638.0,35638.0,35638.0,0.003465224481944176,0.035638,99.79272730299361,736
UNPACKAGED INNOVATION LTD.,1,34951.0,34951.0,34951.0,0.0033984247395597647,0.034951,99.79612572773317,737
CIRCULOGIC LIMITED,1,34315.0,34315.0,34315.0,0.0033365839300161172,0.034315,99.79946231166319,738
FAIR WINDS TRUST,1,33155.0,33155.0,33155.0,0.0032237925163830505,0.033155,99.80268610417957,739
MOCEAN ENERGY LTD,1,33078.0,33078.0,33078.0,0.003216305500133269,0.033078,99.8059024096797,740
DE MONTFORT UNIVERSITY HIGHER EDUCATION CORPORATION,1,31597.0,31597.0,31597.0,0.0030723019797965685,0.031597,99.8089747116595,741
THE SMART CONTAINER COMPANY LTD,1,31202.0,31202.0,31202.0,0.003033894558774964,0.031202,99.81200860621827,742
MICROCAB INDUSTRIES LIMITED,1,30870.0,30870.0,30870.0,0.0030016128783213617,0.03087,99.81501021909659,743
BOURNEMOUTH UNIVERSITY,1,30340.0,30340.0,30340.0,0.0029500788703683226,0.03034,99.81796029796696,744
EVOLVE PACKAGING,1,30298.0,30298.0,30298.0,0.0029459950433229874,0.030298,99.82090629301028,745
GLEN DIMPLEX HOME APPLIANCES LIMITED,1,30100.0,30100.0,30100.0,0.00292674271582355,0.0301,99.82383303572611,746
DESIGNWORXUK LTD,1,30000.0,30000.0,30000.0,0.0029170193180965615,0.03,99.8267500550442,747
ROTATE-IT LTD,1,29996.0,29996.0,29996.0,0.002916630382187482,0.029996,99.82966668542639,748
STUDIO SAM CAUSER LTD.,1,29965.0,29965.0,29965.0,0.0029136161288921157,0.029965,99.83258030155528,749
STUDIO SKEIN LTD,1,29930.0,29930.0,29930.0,0.00291021293968767,0.02993,99.83549051449496,750
